country,unit,window_start,observation,rain_lag,train_frac,structure,params,true_a_temp,true_a_rain,true_beta_0,a_temp_hat,a_temp_se,a_rain_hat,a_rain_se,beta_0_hat,beta_0_se
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,3,1.0,hostvector,alt,1.0,0.3,0.158455,9.410489,5.514435,0.527974,0.119182,0.739522,0.855248
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,3,1.0,seir,central,1.0,0.3,0.158455,3.28341,3.052683,0.477517,0.103234,0.49428,0.313493
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,3,1.0,seir,alt,1.0,0.3,0.158455,3.974765,3.360583,0.490491,0.110306,0.70275,0.492927
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,3,1.0,hostvector_tempmort,central,1.0,0.3,0.158455,5.502752,3.652274,0.428909,0.095268,0.420426,0.318712
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,3,1.0,hostvector_tempmort,alt,1.0,0.3,0.158455,9.165893,5.29173,0.51378,0.116197,0.722475,0.800968
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,3,0.75,hostvector,central,1.0,0.3,0.158455,5.879359,5.32051,0.44529,0.116527,0.440977,0.49
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,3,0.75,hostvector,alt,1.0,0.3,0.158455,9.534687,7.430895,0.529138,0.140977,0.759727,1.188145
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,3,0.75,seir,central,1.0,0.3,0.158455,3.525627,4.370498,0.481005,0.12357,0.520958,0.476063
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,3,0.75,seir,alt,1.0,0.3,0.158455,4.450364,4.766153,0.49785,0.132642,0.778216,0.778533
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,3,0.75,hostvector_tempmort,central,1.0,0.3,0.158455,5.880229,5.126835,0.433372,0.1131,0.455542,0.487466
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,3,0.75,hostvector_tempmort,alt,1.0,0.3,0.158455,9.392375,7.167931,0.516088,0.137426,0.758473,1.143336
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,5,1.0,hostvector,central,1.0,0.3,0.158455,11.954526,6.679301,0.220605,0.110905,1.372767,1.859084
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,5,1.0,hostvector,alt,1.0,0.3,0.158455,15.133604,8.003005,0.226661,0.13516,2.410076,4.280105
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,5,1.0,seir,central,1.0,0.3,0.158455,3.67589,4.692237,0.211121,0.1353,0.538073,0.489807
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,5,1.0,seir,alt,1.0,0.3,0.158455,3.046786,4.590606,0.182504,0.138474,0.61681,0.550147
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,5,1.0,hostvector_tempmort,central,1.0,0.3,0.158455,12.041678,6.565462,0.214535,0.107797,1.444502,1.906559
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,5,1.0,hostvector_tempmort,alt,1.0,0.3,0.158455,15.355674,7.882103,0.219215,0.1309,2.575476,4.436815
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,5,0.75,hostvector,central,1.0,0.3,0.158455,13.35432,8.542709,0.216124,0.129824,1.822047,3.141363
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,5,0.75,hostvector,alt,1.0,0.3,0.158455,15.362097,10.191993,0.225352,0.159972,2.537929,5.782719
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,5,0.75,seir,central,1.0,0.3,0.158455,1.218977,6.914194,0.175504,0.165688,0.33476,0.453015
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,5,0.75,seir,alt,1.0,0.3,0.158455,7.2e-05,6.680878,0.136164,0.168577,0.340353,0.445678
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,5,0.75,hostvector_tempmort,central,1.0,0.3,0.158455,13.624237,8.38597,0.210245,0.125723,1.980427,3.306733
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,5,0.75,hostvector_tempmort,alt,1.0,0.3,0.158455,15.803405,9.999523,0.216489,0.15524,2.847872,6.267649
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,7,1.0,hostvector,central,1.0,0.3,0.158455,23.473677,5.989358,-0.04946,0.1247,13.435884,86.43853
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,7,1.0,hostvector,alt,1.0,0.3,0.158455,0.115689,3.909496,-0.157215,0.087904,0.151813,0.122282
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,7,1.0,seir,central,1.0,0.3,0.158455,3e-06,2.34613,-0.211735,0.080296,0.409962,0.193467
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,7,1.0,seir,alt,1.0,0.3,0.158455,0.0,0.016361,-0.235633,0.08693,0.52979,0.048612
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,7,1.0,hostvector_tempmort,central,1.0,0.3,0.158455,23.377281,5.970193,-0.042822,0.120693,13.782638,79.592094
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,7,1.0,hostvector_tempmort,alt,1.0,0.3,0.158455,0.370405,3.78357,-0.157779,0.085621,0.164482,0.127961
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,7,0.75,hostvector,central,1.0,0.3,0.158455,25.110587,6.319155,-0.071268,0.132798,19.102417,154.523231
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,7,0.75,hostvector,alt,1.0,0.3,0.158455,0.0,0.087863,-0.141013,0.102836,0.143894,0.013155
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,7,0.75,seir,central,1.0,0.3,0.158455,0.0,0.735851,-0.203823,0.094515,0.401977,0.059492
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,7,0.75,seir,alt,1.0,0.3,0.158455,0.0,,-0.227512,,0.519627,
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,7,0.75,hostvector_tempmort,central,1.0,0.3,0.158455,25.088838,6.227179,-0.064431,0.126875,19.915351,143.721662
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,nb,7,0.75,hostvector_tempmort,alt,1.0,0.3,0.158455,0.0,0.0337,-0.145181,0.0951,0.148173,0.013074
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,3,1.0,hostvector,central,1.0,0.3,0.158455,3.684961,5.318461,0.393447,0.102671,0.277543,0.31118
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,3,1.0,hostvector,alt,1.0,0.3,0.158455,5.719172,6.984239,0.456467,0.124645,0.339185,0.501962
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,3,1.0,seir,central,1.0,0.3,0.158455,3.305398,5.020316,0.438393,0.10952,0.49737,0.527667
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,3,1.0,seir,alt,1.0,0.3,0.158455,4.574557,5.637242,0.457111,0.118999,0.798553,0.955674
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,3,1.0,hostvector_tempmort,central,1.0,0.3,0.158455,3.945948,5.207137,0.385649,0.100235,0.302561,0.332026
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,3,1.0,hostvector_tempmort,alt,1.0,0.3,0.158455,5.978067,6.853763,0.449078,0.121951,0.368243,0.534665
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,3,0.75,hostvector,central,1.0,0.3,0.158455,2.919715,7.200631,0.383743,0.129334,0.235913,0.359175
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,3,0.75,hostvector,alt,1.0,0.3,0.158455,4.525729,9.179447,0.441791,0.156456,0.262985,0.512434
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,3,0.75,seir,central,1.0,0.3,0.158455,3.028345,6.89837,0.434411,0.138373,0.468894,0.686041
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,3,0.75,seir,alt,1.0,0.3,0.158455,4.586814,7.62015,0.457272,0.150283,0.800778,1.299443
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,3,0.75,hostvector_tempmort,central,1.0,0.3,0.158455,3.272765,7.047373,0.377162,0.126125,0.26226,0.390695
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,3,0.75,hostvector_tempmort,alt,1.0,0.3,0.158455,4.940908,9.017089,0.436387,0.152901,0.295192,0.564942
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,5,1.0,hostvector,central,1.0,0.3,0.158455,10.090101,7.516949,0.223515,0.104946,0.728362,0.964185
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,5,1.0,hostvector,alt,1.0,0.3,0.158455,11.94164,8.502349,0.246904,0.123493,0.824597,1.332631
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,5,1.0,seir,central,1.0,0.3,0.158455,1.881739,5.367009,0.192627,0.126731,0.332684,0.346154
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,5,1.0,seir,alt,1.0,0.3,0.158455,1.315726,5.039376,0.174947,0.130974,0.379066,0.37116
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,5,1.0,hostvector_tempmort,central,1.0,0.3,0.158455,10.284577,7.454411,0.216239,0.102181,0.791727,1.029728
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,5,1.0,hostvector_tempmort,alt,1.0,0.3,0.158455,12.275499,8.408729,0.238267,0.12019,0.895212,1.431887
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,5,0.75,hostvector,central,1.0,0.3,0.158455,9.782164,9.553455,0.22306,0.123569,0.694579,1.175211
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,5,0.75,hostvector,alt,1.0,0.3,0.158455,11.114916,10.786577,0.247291,0.144262,0.727506,1.461393
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,5,0.75,seir,central,1.0,0.3,0.158455,0.0,8.456698,0.169566,0.163316,0.22841,0.378193
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,5,0.75,seir,alt,1.0,0.3,0.158455,0.0,0.012144,0.159618,0.124517,0.288782,0.068633
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,5,0.75,hostvector_tempmort,central,1.0,0.3,0.158455,10.158715,9.42867,0.216759,0.120596,0.77099,1.265523
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,5,0.75,hostvector_tempmort,alt,1.0,0.3,0.158455,11.680924,10.590319,0.239703,0.141265,0.811489,1.574326
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,7,1.0,hostvector,central,1.0,0.3,0.158455,19.173934,6.58547,0.001231,0.10761,5.204138,25.297793
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,7,1.0,hostvector,alt,1.0,0.3,0.158455,0.0,5.382748,-0.07759,0.103425,0.129452,0.14333
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,7,1.0,seir,central,1.0,0.3,0.158455,0.0,0.303857,-0.149236,0.09371,0.367446,0.05306
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,7,1.0,seir,alt,1.0,0.3,0.158455,0.0,3.612763,-0.17166,0.090309,0.476634,0.369695
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,7,1.0,hostvector_tempmort,central,1.0,0.3,0.158455,0.0,3.881958,-0.078475,0.085929,0.1652,0.130346
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,7,1.0,hostvector_tempmort,alt,1.0,0.3,0.158455,0.0,4.777777,-0.084805,0.098665,0.134133,0.131675
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,7,0.75,hostvector,central,1.0,0.3,0.158455,0.0,0.664009,-0.064492,0.099732,0.155669,0.033376
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,7,0.75,hostvector,alt,1.0,0.3,0.158455,0.0,0.09278,-0.066006,0.115511,0.125901,0.021369
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,7,0.75,seir,central,1.0,0.3,0.158455,0.0,5.080049,-0.143342,0.106565,0.361014,0.396022
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,7,0.75,seir,alt,1.0,0.3,0.158455,0.0,3.32323,-0.165849,0.10745,0.468507,0.339913
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,7,0.75,hostvector_tempmort,central,1.0,0.3,0.158455,0.0,0.131667,-0.069616,0.102481,0.161356,0.025344
DOMINICAN REPUBLIC,DISTRITO NACIONAL,2009-06-07,poisson,7,0.75,hostvector_tempmort,alt,1.0,0.3,0.158455,0.0,0.150061,-0.073066,0.110976,0.130388,0.021276
COLOMBIA,ARAUCA,2002-11-10,nb,3,1.0,hostvector,central,1.0,0.3,0.150733,0.906091,0.571338,0.259591,0.05797,0.142677,0.018284
COLOMBIA,ARAUCA,2002-11-10,nb,3,1.0,hostvector,alt,1.0,0.3,0.150733,1.034653,0.688586,0.297187,0.068848,0.1152,0.017616
COLOMBIA,ARAUCA,2002-11-10,nb,3,1.0,seir,central,1.0,0.3,0.150733,0.787665,0.548779,0.253175,0.056538,0.282031,0.03527
COLOMBIA,ARAUCA,2002-11-10,nb,3,1.0,seir,alt,1.0,0.3,0.150733,0.78873,0.546996,0.252536,0.055999,0.353078,0.044025
COLOMBIA,ARAUCA,2002-11-10,nb,3,1.0,hostvector_tempmort,central,1.0,0.3,0.150733,1.455202,0.551219,0.271505,0.056899,0.173329,0.021101
COLOMBIA,ARAUCA,2002-11-10,nb,3,1.0,hostvector_tempmort,alt,1.0,0.3,0.150733,1.544505,0.66114,0.305701,0.067449,0.138834,0.020061
COLOMBIA,ARAUCA,2002-11-10,nb,3,0.75,hostvector,central,1.0,0.3,0.150733,0.673685,0.686281,0.228761,0.093217,0.132567,0.02963
COLOMBIA,ARAUCA,2002-11-10,nb,3,0.75,hostvector,alt,1.0,0.3,0.150733,0.771845,0.822873,0.262333,0.10748,0.106042,0.027912
COLOMBIA,ARAUCA,2002-11-10,nb,3,0.75,seir,central,1.0,0.3,0.150733,0.482412,0.692143,0.216809,0.100311,0.256851,0.060074
COLOMBIA,ARAUCA,2002-11-10,nb,3,0.75,seir,alt,1.0,0.3,0.150733,0.46702,0.694017,0.215909,0.101475,0.320408,0.0757
COLOMBIA,ARAUCA,2002-11-10,nb,3,0.75,hostvector_tempmort,central,1.0,0.3,0.150733,1.264672,0.655447,0.243331,0.090591,0.162824,0.034635
COLOMBIA,ARAUCA,2002-11-10,nb,3,0.75,hostvector_tempmort,alt,1.0,0.3,0.150733,1.317138,0.782978,0.272901,0.104749,0.128985,0.032278
COLOMBIA,ARAUCA,2002-11-10,nb,5,1.0,hostvector,central,1.0,0.3,0.150733,0.0,,0.163805,,0.118611,
COLOMBIA,ARAUCA,2002-11-10,nb,5,1.0,hostvector,alt,1.0,0.3,0.150733,0.0,0.218676,0.18806,0.030232,0.093509,0.004928
COLOMBIA,ARAUCA,2002-11-10,nb,5,1.0,seir,central,1.0,0.3,0.150733,0.0,,0.168306,,0.240607,
COLOMBIA,ARAUCA,2002-11-10,nb,5,1.0,seir,alt,1.0,0.3,0.150733,0.0,0.002347,0.168103,0.024189,0.301182,0.004668
COLOMBIA,ARAUCA,2002-11-10,nb,5,1.0,hostvector_tempmort,central,1.0,0.3,0.150733,0.044331,0.478238,0.125461,0.053909,0.127841,0.015091
COLOMBIA,ARAUCA,2002-11-10,nb,5,1.0,hostvector_tempmort,alt,1.0,0.3,0.150733,0.0,0.001877,0.145841,0.024682,0.099775,0.001466
COLOMBIA,ARAUCA,2002-11-10,nb,5,0.75,hostvector,central,1.0,0.3,0.150733,0.0,0.522346,0.185328,0.0752,0.116889,0.018514
COLOMBIA,ARAUCA,2002-11-10,nb,5,0.75,hostvector,alt,1.0,0.3,0.150733,0.0,0.624695,0.212023,0.088347,0.091943,0.017498
COLOMBIA,ARAUCA,2002-11-10,nb,5,0.75,seir,central,1.0,0.3,0.150733,0.0,,0.195707,,0.23691,
COLOMBIA,ARAUCA,2002-11-10,nb,5,0.75,seir,alt,1.0,0.3,0.150733,0.0,0.535314,0.197307,0.078454,0.296704,0.047006
COLOMBIA,ARAUCA,2002-11-10,nb,5,0.75,hostvector_tempmort,central,1.0,0.3,0.150733,0.022525,,0.137823,,0.124658,
COLOMBIA,ARAUCA,2002-11-10,nb,5,0.75,hostvector_tempmort,alt,1.0,0.3,0.150733,0.0,0.601321,0.163368,0.0809,0.097667,0.016076
COLOMBIA,ARAUCA,2002-11-10,nb,7,1.0,hostvector,central,1.0,0.3,0.150733,0.0,,0.136696,,0.120252,
COLOMBIA,ARAUCA,2002-11-10,nb,7,1.0,hostvector,alt,1.0,0.3,0.150733,0.0,0.50064,0.15831,0.063457,0.095261,0.012906
COLOMBIA,ARAUCA,2002-11-10,nb,7,1.0,seir,central,1.0,0.3,0.150733,0.0,0.000836,0.129813,0.037876,0.241548,0.007003
COLOMBIA,ARAUCA,2002-11-10,nb,7,1.0,seir,alt,1.0,0.3,0.150733,0.0,,0.126223,,0.301489,
COLOMBIA,ARAUCA,2002-11-10,nb,7,1.0,hostvector_tempmort,central,1.0,0.3,0.150733,0.0,,0.096427,,0.127172,
COLOMBIA,ARAUCA,2002-11-10,nb,7,1.0,hostvector_tempmort,alt,1.0,0.3,0.150733,0.0,0.010054,0.118468,0.03474,0.10069,0.002256
COLOMBIA,ARAUCA,2002-11-10,nb,7,0.75,hostvector,central,1.0,0.3,0.150733,0.0,0.557142,0.225835,0.089704,0.122408,0.016677
COLOMBIA,ARAUCA,2002-11-10,nb,7,0.75,hostvector,alt,1.0,0.3,0.150733,0.0,0.651059,0.259182,0.101491,0.097085,0.015316
COLOMBIA,ARAUCA,2002-11-10,nb,7,0.75,seir,central,1.0,0.3,0.150733,0.0,,0.238603,,0.248236,
COLOMBIA,ARAUCA,2002-11-10,nb,7,0.75,seir,alt,1.0,0.3,0.150733,0.0,,0.238951,,0.310643,
COLOMBIA,ARAUCA,2002-11-10,nb,7,0.75,hostvector_tempmort,central,1.0,0.3,0.150733,0.0,0.495459,0.157513,0.085417,0.127547,0.01602
COLOMBIA,ARAUCA,2002-11-10,nb,7,0.75,hostvector_tempmort,alt,1.0,0.3,0.150733,0.0,0.569149,0.191988,0.098606,0.101264,0.014937
COLOMBIA,ARAUCA,2002-11-10,poisson,3,1.0,hostvector,central,1.0,0.3,0.150733,1.401995,0.600784,0.308919,0.062773,0.158816,0.020781
COLOMBIA,ARAUCA,2002-11-10,poisson,3,1.0,hostvector,alt,1.0,0.3,0.150733,1.57887,0.704763,0.351193,0.072815,0.129398,0.019569
COLOMBIA,ARAUCA,2002-11-10,poisson,3,1.0,seir,central,1.0,0.3,0.150733,1.500747,0.606177,0.320172,0.063703,0.329889,0.044498
COLOMBIA,ARAUCA,2002-11-10,poisson,3,1.0,seir,alt,1.0,0.3,0.150733,1.54775,0.616966,0.321719,0.064053,0.417073,0.057145
COLOMBIA,ARAUCA,2002-11-10,poisson,3,1.0,hostvector_tempmort,central,1.0,0.3,0.150733,1.812457,0.58368,0.308816,0.061921,0.187207,0.023566
COLOMBIA,ARAUCA,2002-11-10,poisson,3,1.0,hostvector_tempmort,alt,1.0,0.3,0.150733,1.966198,0.682856,0.349231,0.071826,0.151898,0.022043
COLOMBIA,ARAUCA,2002-11-10,poisson,3,0.75,hostvector,central,1.0,0.3,0.150733,0.884978,0.658908,0.277203,0.070415,0.148647,0.024004
COLOMBIA,ARAUCA,2002-11-10,poisson,3,0.75,hostvector,alt,1.0,0.3,0.150733,1.002144,0.792373,0.316435,0.081227,0.120727,0.022839
COLOMBIA,ARAUCA,2002-11-10,poisson,3,0.75,seir,central,1.0,0.3,0.150733,0.792406,0.644225,0.279648,0.077396,0.298287,0.052061
COLOMBIA,ARAUCA,2002-11-10,poisson,3,0.75,seir,alt,1.0,0.3,0.150733,0.785015,0.646748,0.282371,0.078854,0.375365,0.066704
COLOMBIA,ARAUCA,2002-11-10,poisson,3,0.75,hostvector_tempmort,central,1.0,0.3,0.150733,1.473207,0.63161,0.277501,0.070698,0.177414,0.027955
COLOMBIA,ARAUCA,2002-11-10,poisson,3,0.75,hostvector_tempmort,alt,1.0,0.3,0.150733,1.547126,0.756415,0.313997,0.081393,0.143046,0.026077
COLOMBIA,ARAUCA,2002-11-10,poisson,5,1.0,hostvector,central,1.0,0.3,0.150733,0.0,0.651411,0.124345,0.065856,0.11883,0.018984
COLOMBIA,ARAUCA,2002-11-10,poisson,5,1.0,hostvector,alt,1.0,0.3,0.150733,0.0,0.75702,0.14335,0.075801,0.093874,0.017436
COLOMBIA,ARAUCA,2002-11-10,poisson,5,1.0,seir,central,1.0,0.3,0.150733,0.0,0.688258,0.125041,0.06938,0.240453,0.040441
COLOMBIA,ARAUCA,2002-11-10,poisson,5,1.0,seir,alt,1.0,0.3,0.150733,0.0,,0.123411,,0.30099,
COLOMBIA,ARAUCA,2002-11-10,poisson,5,1.0,hostvector_tempmort,central,1.0,0.3,0.150733,0.262526,0.620492,0.110016,0.064059,0.135133,0.020366
COLOMBIA,ARAUCA,2002-11-10,poisson,5,1.0,hostvector_tempmort,alt,1.0,0.3,0.150733,0.225269,0.716661,0.125598,0.073662,0.105805,0.018418
COLOMBIA,ARAUCA,2002-11-10,poisson,5,0.75,hostvector,central,1.0,0.3,0.150733,0.0,0.534976,0.145726,0.072298,0.116312,0.01862
COLOMBIA,ARAUCA,2002-11-10,poisson,5,0.75,hostvector,alt,1.0,0.3,0.150733,0.0,0.451994,0.369194,0.062697,0.117571,0.013236
COLOMBIA,ARAUCA,2002-11-10,poisson,5,0.75,seir,central,1.0,0.3,0.150733,0.0,0.555999,0.154251,0.071364,0.234997,0.036907
COLOMBIA,ARAUCA,2002-11-10,poisson,5,0.75,seir,alt,1.0,0.3,0.150733,0.0,0.557759,0.154803,0.072251,0.294235,0.046462
COLOMBIA,ARAUCA,2002-11-10,poisson,5,0.75,hostvector_tempmort,central,1.0,0.3,0.150733,0.0,0.509072,0.103652,0.072631,0.123801,0.019607
COLOMBIA,ARAUCA,2002-11-10,poisson,5,0.75,hostvector_tempmort,alt,1.0,0.3,0.150733,0.0,0.588761,0.125015,0.083969,0.097557,0.017948
COLOMBIA,ARAUCA,2002-11-10,poisson,7,1.0,hostvector,central,1.0,0.3,0.150733,0.0,0.157711,0.081158,0.032175,0.121264,0.005511
COLOMBIA,ARAUCA,2002-11-10,poisson,7,1.0,hostvector,alt,1.0,0.3,0.150733,0.0,0.006972,0.093574,0.031701,0.096283,0.002112
COLOMBIA,ARAUCA,2002-11-10,poisson,7,1.0,seir,central,1.0,0.3,0.150733,0.0,0.47308,0.079049,0.049127,0.244598,0.03231
COLOMBIA,ARAUCA,2002-11-10,poisson,7,1.0,seir,alt,1.0,0.3,0.150733,0.0,0.537443,0.076901,0.054844,0.305911,0.044138
COLOMBIA,ARAUCA,2002-11-10,poisson,7,1.0,hostvector_tempmort,central,1.0,0.3,0.150733,0.0,0.464286,0.048669,0.046996,0.127947,0.015743
COLOMBIA,ARAUCA,2002-11-10,poisson,7,1.0,hostvector_tempmort,alt,1.0,0.3,0.150733,0.0,0.008805,0.061697,0.029938,0.10148,0.001851
COLOMBIA,ARAUCA,2002-11-10,poisson,7,0.75,hostvector,central,1.0,0.3,0.150733,0.0,0.616714,0.164729,0.075452,0.121426,0.015937
COLOMBIA,ARAUCA,2002-11-10,poisson,7,0.75,hostvector,alt,1.0,0.3,0.150733,0.0,0.725207,0.186656,0.087836,0.096264,0.014827
COLOMBIA,ARAUCA,2002-11-10,poisson,7,0.75,seir,central,1.0,0.3,0.150733,0.0,,0.177245,,0.245804,
COLOMBIA,ARAUCA,2002-11-10,poisson,7,0.75,seir,alt,1.0,0.3,0.150733,0.0,0.021478,0.178198,0.044587,0.307835,0.007246
COLOMBIA,ARAUCA,2002-11-10,poisson,7,0.75,hostvector_tempmort,central,1.0,0.3,0.150733,0.0,0.523077,0.11369,0.071576,0.127273,0.015514
COLOMBIA,ARAUCA,2002-11-10,poisson,7,0.75,hostvector_tempmort,alt,1.0,0.3,0.150733,0.0,0.610765,0.137306,0.083048,0.10095,0.014304
BRAZIL,BRAZIL,2022-11-27,nb,3,1.0,hostvector,central,1.0,0.3,0.369823,3.401282,1.779696,-1.028312,0.720599,3.12986,9.808405
BRAZIL,BRAZIL,2022-11-27,nb,3,1.0,hostvector,alt,1.0,0.3,0.369823,5.245033,,-1.250366,,11.902186,
BRAZIL,BRAZIL,2022-11-27,nb,3,1.0,seir,central,1.0,0.3,0.369823,3.590921,1.912863,-1.343636,0.856331,10.340555,24.104888
BRAZIL,BRAZIL,2022-11-27,nb,3,1.0,seir,alt,1.0,0.3,0.369823,4.510663,2.399144,-1.655975,0.885855,35.84697,98.220371
BRAZIL,BRAZIL,2022-11-27,nb,3,1.0,hostvector_tempmort,central,1.0,0.3,0.369823,2.949242,1.890109,-1.173753,0.812384,2.542671,5.782905
BRAZIL,BRAZIL,2022-11-27,nb,3,1.0,hostvector_tempmort,alt,1.0,0.3,0.369823,7.962784,,-2.208675,,265.32579,
BRAZIL,BRAZIL,2022-11-27,nb,3,0.75,hostvector,central,1.0,0.3,0.369823,3.488909,2.381908,-1.176348,1.014872,3.813066,10.880409
BRAZIL,BRAZIL,2022-11-27,nb,3,0.75,hostvector,alt,1.0,0.3,0.369823,15.576529,,-3.905118,,431452.767839,
BRAZIL,BRAZIL,2022-11-27,nb,3,0.75,seir,central,1.0,0.3,0.369823,3.406437,2.357368,-1.323436,1.088302,8.675885,25.18007
BRAZIL,BRAZIL,2022-11-27,nb,3,0.75,seir,alt,1.0,0.3,0.369823,11.516524,3.08776,-3.844381,0.721706,68620.151477,207961.028672
BRAZIL,BRAZIL,2022-11-27,nb,3,0.75,hostvector_tempmort,central,1.0,0.3,0.369823,2.630022,2.261458,-1.082581,1.032639,1.789829,4.972632
BRAZIL,BRAZIL,2022-11-27,nb,3,0.75,hostvector_tempmort,alt,1.0,0.3,0.369823,13.968986,,-3.779956,,116230.27119,
BRAZIL,BRAZIL,2022-11-27,nb,5,1.0,hostvector,central,1.0,0.3,0.369823,1.293617,1.296759,0.205583,1.221847,0.209999,1.434433
BRAZIL,BRAZIL,2022-11-27,nb,5,1.0,hostvector,alt,1.0,0.3,0.369823,2.290871,2.180031,0.015247,1.505246,0.367645,2.322219
BRAZIL,BRAZIL,2022-11-27,nb,5,1.0,seir,central,1.0,0.3,0.369823,0.891545,1.418483,0.409163,1.059166,0.271499,1.558578
BRAZIL,BRAZIL,2022-11-27,nb,5,1.0,seir,alt,1.0,0.3,0.369823,1.063825,,0.519183,,0.385681,
