window,model,replicate,R0,pop_at_risk_M,beta_0,a_temp,a_rain,pop_frac,i0_frac
national_2013,climate,108,1.7229627359178883,0.6531270517525372,0.17229627359178884,0.21799427070617272,-0.15553364623816865,0.0034740800625134957,0.00017962974624425514
national_2013,climate,109,1.6389586666090015,0.7790127922184735,0.16389586666090014,0.16591774594058017,-0.1313280989996278,0.00414368506499188,0.00016979890121979102
national_2013,climate,110,1.5966706405586897,0.6193837513374945,0.15966706405586897,0.15258685916778122,-0.13179734955108974,0.0032945944220079495,0.00022201913796263527
national_2013,climate,111,1.6271962196922327,1.1783055752266067,0.16271962196922327,0.28283368153981236,-0.14572632745456415,0.006267582846950036,0.002527953926907009
national_2013,climate,112,1.5988450303329587,1.3009959394391,0.15988450303329588,0.24865369459255893,-0.09911163684727364,0.006920191167229255,0.0017517712609350306
national_2013,climate,113,1.5614079277046276,0.9266854313761044,0.15614079277046275,0.2332751215933663,-0.13144020344836696,0.00492917782646864,0.0014975861084056555
national_2013,climate,114,1.63082320197194,0.6563342688563598,0.163082320197194,0.1768625839655995,-0.1166661784986492,0.00349113972795936,0.00025661572428485195
national_2013,climate,115,1.5179448543429885,0.6162033775135715,0.15179448543429885,0.13026733533090956,-0.1174381727245822,0.0032776775399658052,0.0003369550290009036
national_2013,climate,116,1.5719364636441706,1.451489460463052,0.15719364636441707,0.2820576068121823,-0.09565988592428709,0.007720688619484319,0.004836794308824706
national_2013,climate,117,1.6257922874337596,0.4298195406712759,0.16257922874337596,0.12325904864128504,-0.1472598440252133,0.0022862741525067867,4.1353326735273096e-05
national_2013,climate,118,1.4962182309825287,4.386692535201108,0.14962182309825287,0.335094292161016,-0.03266981499832995,0.02333347093192079,0.006178007965056822
national_2013,climate,119,1.5093374167310283,0.41678492404353557,0.15093374167310283,0.10668321682811345,-0.0881987772877485,0.002216941085337955,0.00015672179400345957
national_2013,climate,120,1.574853496120752,0.5636893610052982,0.15748534961207522,0.21312226387995747,-0.14901993574642955,0.0029983476649217988,0.0014409290080291536
national_2013,climate,121,1.6128193686309442,0.3800622350548895,0.16128193686309442,0.1654735172834669,-0.14945126863242691,0.002021607633270689,0.00019328020719959618
national_2013,climate,122,1.6070775631007663,0.9329387917981868,0.16070775631007664,0.26210759256795185,-0.18130041256634757,0.004962440381905249,0.002334325450135636
national_2013,climate,123,1.5168550109324155,0.4763163230775047,0.15168550109324155,0.12353516698765388,-0.06563392704127617,0.0025335974631782165,0.0002485323234312215
national_2013,climate,124,1.5735574425951082,0.7240637288285843,0.15735574425951082,0.18636373690101707,-0.12717303597367105,0.003851402812918002,0.0007088626226713083
national_2013,climate,125,1.5858107496177385,0.944303020045989,0.15858107496177384,0.24867339459333804,-0.1162274070003957,0.005022888404499941,0.0017003864348236878
national_2013,climate,126,1.5924730399610778,0.7453338479529241,0.1592473039961078,0.1483976424700049,-0.08948834005444913,0.003964541744430447,0.00016642544705712403
national_2013,climate,127,1.591451201756752,0.7411526262435313,0.1591451201756752,0.18138929914755114,-0.13582135821435035,0.0039423012034230384,0.0005809096746128237
national_2013,climate,128,1.6567358726506407,0.6680037643748012,0.16567358726506407,0.17025648806240506,-0.1527521505103244,0.003553211512631921,0.00010666464074125901
national_2013,climate,129,1.5735882259894505,0.9323279020700216,0.15735882259894504,0.20816111634234236,-0.1318662680770632,0.004959190968457562,0.0010873848538019847
